date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:32	70337/70337	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:32%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/font-awesome.min.css)
12:51:33	70337/70337	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:33%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont.svg?v=4.7.0	zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont3e6e.svg	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/font-awesome.min.css)
12:51:35	112440/112440	---M--	200	added ('OK')	font/woff2	etag:%221b738-654ffa50-24e451dc010f0bc5;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff2?8d200481aa7f02a2d63a331fc782cfaf	zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap-icons/fonts/bootstrap-iconsd862.woff2	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap-icons/bootstrap-icons.css)
12:51:36	150592/150592	---M--	200	added ('OK')	application/font-woff	etag:%2224c40-654ffa51-ababf4daabbc6e12;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap-icons/fonts/bootstrap-icons.woff?8d200481aa7f02a2d63a331fc782cfaf	zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap-icons/fonts/bootstrap-iconsd862.woff	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap-icons/bootstrap-icons.css)
12:51:37	237898/237898	---M--	200	added ('OK')	image/png	etag:%223a14a-6559f30f-9524d8aee1f4e9c3;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/page-header-bg.png	zrtechsolutions.com/demo/html/technoit/assets/images/page-header-bg.png	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/styles.css)
12:51:38	199/199	---M--	200	added ('OK')	image/svg+xml	etag:%22c7-6559f311-82b7becb4e798b60;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/down-arrow.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/down-arrow.svg	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/styles.css)
12:51:39	1237277/1237277	---M--	200	added ('OK')	image/png	etag:%2212e11d-656a22e7-88cdabbd8812d72e;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/hero-bg.png	zrtechsolutions.com/demo/html/technoit/assets/images/hero-bg.png	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/styles.css)
12:51:39	70261/70261	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:39%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/images/cta-bg.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/cta-bg.jpg	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/styles.css)
12:51:40	36266/36266	---M--	200	added ('OK')	image/jpeg	etag:%228daa-654ffa42-7bb8f7af2ca377ea;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-4.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-4.jpg	(from https://zrtechsolutions.com/demo/html/technoit/blog-details.html)
12:51:41	115897/115897	---M--	200	added ('OK')	image/jpeg	etag:%221c4b9-654ffa42-3f4c7321b9b90388;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-5.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-5.jpg	(from https://zrtechsolutions.com/demo/html/technoit/blog-details.html)
12:51:42	66593/66593	---M--	200	added ('OK')	image/jpeg	etag:%2210421-654ffa42-672b5d8b012f5010;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-6.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-6.jpg	(from https://zrtechsolutions.com/demo/html/technoit/blog-details.html)
12:51:43	70194/70194	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:43%20GMT	https://zrtechsolutions.com/demo/html/technoit/dist/	zrtechsolutions.com/demo/html/technoit/dist/index.html	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/aos/aos.js)
12:51:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Apr%202024%2015:51:43%20GMT	https://zrtechsolutions.com/demo/html/technoit/${l}	zrtechsolutions.com/demo/html/technoit/${l}	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/swiper/swiper-bundle.min.js)
12:51:44	70184/70184	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:44%20GMT	https://zrtechsolutions.com/demo/html/technoit/l	zrtechsolutions.com/demo/html/technoit/l	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/swiper/swiper-bundle.min.js)
12:51:45	70184/70184	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:45%20GMT	https://zrtechsolutions.com/demo/html/technoit/e	zrtechsolutions.com/demo/html/technoit/e	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/swiper/swiper-bundle.min.js)
12:51:46	70217/70217	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:46%20GMT	https://zrtechsolutions.com/demo/html/technoit/t.params.url	zrtechsolutions.com/demo/html/technoit/t.params.url	(from https://zrtechsolutions.com/demo/html/technoit/assets/vendor/swiper/swiper-bundle.min.js)
12:51:47	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2006%20Apr%202024%2015:51:47%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/phpscripts/contact.php	zrtechsolutions.com/demo/html/technoit/assets/phpscripts/contact.php	(from https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/contactform.js)
12:51:48	70190/70190	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:48%20GMT	https://zrtechsolutions.com/demo/html/technoit/GET	zrtechsolutions.com/demo/html/technoit/GET	(from https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/particles.min.js)
12:51:49	70293/70293	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:49%20GMT	https://zrtechsolutions.com/demo/html/technoit/Error%20pJS%20-%20No%20image.src	zrtechsolutions.com/demo/html/technoit/Error%20pJS%20-%20No%20image.src	(from https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/particles.min.js)
